,tmsp,country,amount,success,PSP,3D_secured,card,time_diff_cum
27,1/1/2019 0:26,Switzerland,111,0,UK_Card,0,Master,1539
28,1/1/2019 0:28,Switzerland,277,1,Goldcard,0,Diners,1665
29,1/1/2019 0:30,Switzerland,137,0,UK_Card,0,Diners,1779
30,1/1/2019 0:32,Switzerland,148,0,Moneycard,0,Diners,1867
31,1/1/2019 0:34,Austria,394,0,UK_Card,0,Diners,1973
32,1/1/2019 0:34,Austria,394,0,UK_Card,0,Diners,2002
33,1/1/2019 0:35,Austria,394,0,UK_Card,0,Diners,2054
34,1/1/2019 0:35,Austria,394,1,UK_Card,0,Diners,2063
35,1/1/2019 0:36,Germany,84,0,Moneycard,0,Master,2125
36,1/1/2019 0:41,Austria,34,0,Moneycard,0,Visa,2404
37,1/1/2019 0:41,Austria,34,0,Simplecard,0,Visa,2414
38,1/1/2019 0:41,Austria,34,0,Goldcard,0,Visa,2432
39,1/1/2019 0:44,Switzerland,324,0,UK_Card,0,Master,2590
40,1/1/2019 0:46,Germany,251,0,UK_Card,1,Master,2696
41,1/1/2019 0:46,Germany,251,0,UK_Card,1,Master,2723
42,1/1/2019 0:47,Germany,251,0,UK_Card,1,Master,2765
43,1/1/2019 0:47,Germany,251,0,Simplecard,1,Master,2788
44,1/1/2019 0:51,Germany,100,0,UK_Card,0,Master,3016
45,1/1/2019 0:51,Germany,100,0,UK_Card,0,Master,3027
46,1/1/2019 0:52,Germany,100,0,UK_Card,0,Master,3049
47,1/1/2019 0:52,Germany,100,0,UK_Card,0,Master,3053
48,1/1/2019 0:52,Germany,100,0,Simplecard,0,Master,3078
49,1/1/2019 0:55,Germany,221,0,Moneycard,0,Visa,3252
50,1/1/2019 0:56,Switzerland,340,0,Simplecard,0,Diners,3330
51,1/1/2019 0:56,Switzerland,340,1,UK_Card,0,Diners,3346
52,1/1/2019 1:01,Germany,257,0,UK_Card,1,Master,3633
53,1/1/2019 1:01,Germany,257,0,Goldcard,1,Master,3635
54,1/1/2019 1:02,Germany,257,0,UK_Card,1,Master,3660
55,1/1/2019 1:02,Germany,257,1,UK_Card,1,Master,3673
56,1/1/2019 1:03,Switzerland,193,0,UK_Card,0,Visa,3740
57,1/1/2019 1:04,Germany,36,1,Simplecard,1,Master,3827
58,1/1/2019 1:06,Switzerland,146,0,Simplecard,0,Diners,3892
59,1/1/2019 1:08,Germany,192,0,UK_Card,0,Master,4049
60,1/1/2019 1:08,Germany,192,1,UK_Card,0,Master,4052
61,1/1/2019 1:11,Germany,14,0,Moneycard,0,Master,4191
62,1/1/2019 1:11,Germany,14,0,UK_Card,0,Master,4220
63,1/1/2019 1:12,Germany,175,0,Moneycard,0,Visa,4285
64,1/1/2019 1:13,Germany,175,0,Simplecard,0,Visa,4311
65,1/1/2019 1:13,Germany,175,1,Simplecard,0,Visa,4314
66,1/1/2019 1:14,Germany,270,0,Simplecard,0,Master,4379
67,1/1/2019 1:14,Germany,270,0,UK_Card,0,Master,4428
68,1/1/2019 1:17,Austria,256,0,UK_Card,0,Master,4568
69,1/1/2019 1:17,Austria,256,0,UK_Card,0,Master,4579
70,1/1/2019 1:18,Austria,256,0,UK_Card,0,Master,4639
71,1/1/2019 1:18,Austria,256,1,Moneycard,0,Master,4646
72,1/1/2019 1:19,Germany,310,0,Goldcard,0,Visa,4712
73,1/1/2019 1:20,Germany,310,0,Simplecard,0,Visa,4766
74,1/1/2019 1:20,Germany,310,0,UK_Card,0,Visa,4780
75,1/1/2019 1:21,Germany,310,0,UK_Card,0,Visa,4829
76,1/1/2019 1:21,Germany,310,0,Simplecard,0,Visa,4832
77,1/1/2019 1:21,Germany,310,0,UK_Card,0,Visa,4836
78,1/1/2019 1:22,Germany,310,1,UK_Card,0,Visa,4860
79,1/1/2019 1:23,Austria,239,0,Simplecard,0,Master,4933
80,1/1/2019 1:26,Germany,37,0,UK_Card,0,Master,5120
81,1/1/2019 1:26,Germany,37,0,Simplecard,0,Master,5140
82,1/1/2019 1:27,Germany,37,0,Moneycard,0,Master,5159
83,1/1/2019 1:28,Germany,37,0,UK_Card,0,Master,5211
84,1/1/2019 1:28,Germany,37,0,UK_Card,0,Master,5211
85,1/1/2019 1:28,Germany,37,0,Simplecard,0,Master,5262
86,1/1/2019 1:35,Germany,56,0,Simplecard,1,Visa,5662
87,1/1/2019 1:35,Germany,56,0,UK_Card,1,Visa,5684
88,1/1/2019 1:35,Germany,56,0,Moneycard,1,Visa,5685
89,1/1/2019 1:36,Germany,192,0,Goldcard,1,Diners,5746
90,1/1/2019 1:37,Germany,192,0,Simplecard,1,Diners,5750
91,1/1/2019 1:38,Germany,324,0,UK_Card,0,Visa,5824
92,1/1/2019 1:38,Germany,324,0,UK_Card,0,Visa,5831
93,1/1/2019 1:38,Germany,324,0,UK_Card,0,Visa,5846
94,1/1/2019 1:38,Germany,324,1,Simplecard,0,Visa,5864
95,1/1/2019 1:40,Germany,105,0,UK_Card,0,Master,5978
96,1/1/2019 1:41,Germany,105,0,Simplecard,0,Master,5997
97,1/1/2019 1:42,Germany,105,0,UK_Card,0,Master,6050
98,1/1/2019 1:42,Germany,105,0,Moneycard,0,Master,6069
99,1/1/2019 1:43,Germany,105,0,Goldcard,0,Master,6124
100,1/1/2019 1:44,Germany,228,0,UK_Card,0,Diners,6185
101,1/1/2019 1:44,Germany,228,0,UK_Card,0,Diners,6194
102,1/1/2019 1:45,Germany,228,1,UK_Card,0,Diners,6246
103,1/1/2019 1:46,Germany,322,0,UK_Card,0,Master,6312
104,1/1/2019 1:47,Germany,322,0,Moneycard,0,Master,6372
105,1/1/2019 1:54,Austria,367,0,Moneycard,0,Visa,6793
106,1/1/2019 1:55,Austria,367,0,UK_Card,0,Visa,6837
107,1/1/2019 1:55,Austria,367,1,UK_Card,0,Visa,6846
108,1/1/2019 1:57,Switzerland,190,0,UK_Card,0,Diners,6977
109,1/1/2019 1:57,Switzerland,190,0,Simplecard,0,Diners,6978
110,1/1/2019 1:58,Switzerland,190,0,UK_Card,0,Diners,7009
111,1/1/2019 1:58,Switzerland,190,0,UK_Card,0,Diners,7063
112,1/1/2019 1:59,Switzerland,190,0,UK_Card,0,Diners,7083
113,1/1/2019 2:01,Germany,186,0,UK_Card,0,Master,7237
114,1/1/2019 2:02,Germany,186,1,UK_Card,0,Master,7250
115,1/1/2019 2:03,Germany,121,0,Moneycard,1,Master,7348
116,1/1/2019 2:03,Germany,121,0,UK_Card,1,Master,7361
117,1/1/2019 2:04,Germany,121,1,UK_Card,1,Master,7388
118,1/1/2019 2:06,Germany,274,1,UK_Card,0,Master,7537
119,1/1/2019 2:08,Germany,264,0,Simplecard,1,Master,7662
120,1/1/2019 2:10,Germany,132,0,UK_Card,0,Master,7734
121,1/1/2019 2:10,Germany,132,0,Simplecard,0,Master,7736
122,1/1/2019 2:10,Germany,132,0,Moneycard,0,Master,7762
123,1/1/2019 2:10,Germany,132,0,Simplecard,0,Master,7778
124,1/1/2019 2:11,Germany,132,0,Moneycard,0,Master,7805
125,1/1/2019 2:13,Germany,228,0,Simplecard,0,Diners,7922
126,1/1/2019 2:14,Switzerland,279,0,UK_Card,1,Master,7987
127,1/1/2019 2:14,Switzerland,279,0,Simplecard,1,Master,8020
128,1/1/2019 2:14,Switzerland,279,0,UK_Card,1,Master,8028
129,1/1/2019 2:15,Switzerland,279,1,UK_Card,1,Master,8045
130,1/1/2019 2:16,Austria,104,1,Moneycard,0,Master,8123
131,1/1/2019 2:18,Switzerland,184,0,Simplecard,0,Master,8215
132,1/1/2019 2:20,Austria,258,0,UK_Card,0,Diners,8337
133,1/1/2019 2:24,Austria,209,1,UK_Card,0,Master,8576
134,1/1/2019 2:25,Germany,260,0,UK_Card,0,Master,8685
135,1/1/2019 2:25,Germany,260,0,UK_Card,0,Master,8687
136,1/1/2019 2:26,Germany,260,0,UK_Card,0,Master,8725
137,1/1/2019 2:26,Germany,260,0,Moneycard,0,Master,8729
138,1/1/2019 2:28,Switzerland,383,0,UK_Card,0,Master,8859
139,1/1/2019 2:30,Germany,109,0,Moneycard,0,Master,8931
140,1/1/2019 2:31,Austria,161,0,Simplecard,0,Master,9004
141,1/1/2019 2:33,Germany,127,0,Simplecard,0,Master,9109
142,1/1/2019 2:33,Germany,127,0,Moneycard,0,Master,9133
143,1/1/2019 2:33,Germany,127,0,Moneycard,0,Master,9148
144,1/1/2019 2:36,Germany,233,1,Simplecard,1,Visa,9337
145,1/1/2019 2:38,Germany,129,0,UK_Card,1,Master,9447
146,1/1/2019 2:39,Germany,129,0,Goldcard,1,Master,9499
147,1/1/2019 2:39,Germany,129,0,UK_Card,1,Master,9500
148,1/1/2019 2:40,Germany,129,1,UK_Card,1,Master,9533
149,1/1/2019 2:43,Germany,243,0,Simplecard,0,Master,9714
150,1/1/2019 2:43,Germany,243,0,Moneycard,0,Master,9715
151,1/1/2019 2:43,Germany,243,1,UK_Card,0,Master,9720
152,1/1/2019 2:47,Switzerland,131,0,UK_Card,0,Master,9963
153,1/1/2019 2:47,Switzerland,131,1,UK_Card,0,Master,9968
154,1/1/2019 2:48,Germany,225,0,UK_Card,0,Master,10041
155,1/1/2019 2:49,Switzerland,246,0,Simplecard,0,Diners,10119
156,1/1/2019 2:55,Germany,126,1,UK_Card,1,Diners,10454
157,1/1/2019 2:56,Germany,82,0,UK_Card,1,Master,10526
158,1/1/2019 2:57,Germany,82,0,UK_Card,1,Master,10552
159,1/1/2019 2:57,Germany,82,0,UK_Card,1,Master,10594
160,1/1/2019 2:58,Germany,82,0,UK_Card,1,Master,10622
161,1/1/2019 2:58,Germany,82,1,Moneycard,1,Master,10641
162,1/1/2019 2:59,Austria,329,0,UK_Card,0,Master,10705
163,1/1/2019 2:59,Austria,329,0,Moneycard,0,Master,10726
164,1/1/2019 3:00,Austria,329,1,UK_Card,0,Master,10756
165,1/1/2019 3:02,Germany,335,1,UK_Card,0,Master,10882
166,1/1/2019 3:09,Germany,173,0,UK_Card,1,Master,11300
167,1/1/2019 3:10,Germany,173,1,UK_Card,1,Master,11339
168,1/1/2019 3:13,Germany,222,0,UK_Card,0,Master,11517
169,1/1/2019 3:13,Germany,222,1,UK_Card,0,Master,11529
170,1/1/2019 3:17,Switzerland,181,0,Simplecard,1,Master,11767
171,1/1/2019 3:18,Switzerland,181,0,Simplecard,1,Master,11810
172,1/1/2019 3:18,Switzerland,181,0,UK_Card,1,Master,11824
173,1/1/2019 3:19,Switzerland,181,1,Simplecard,1,Master,11883
174,1/1/2019 3:22,Germany,85,0,Goldcard,1,Diners,12057
175,1/1/2019 3:22,Germany,85,0,UK_Card,1,Diners,12060
176,1/1/2019 3:22,Germany,85,0,UK_Card,1,Diners,12068
177,1/1/2019 3:23,Germany,85,0,Simplecard,1,Diners,12122
178,1/1/2019 3:24,Germany,85,1,UK_Card,1,Diners,12178
179,1/1/2019 3:29,Germany,62,0,Moneycard,0,Master,12517
180,1/1/2019 3:29,Germany,62,0,UK_Card,0,Master,12524
181,1/1/2019 3:30,Germany,62,0,UK_Card,0,Master,12583
182,1/1/2019 3:31,Germany,62,0,UK_Card,0,Master,12640
183,1/1/2019 3:31,Germany,62,0,UK_Card,0,Master,12641
184,1/1/2019 3:32,Germany,62,0,UK_Card,0,Master,12680
185,1/1/2019 3:32,Germany,62,0,Goldcard,0,Master,12707
186,1/1/2019 3:35,Austria,291,0,UK_Card,0,Master,12848
187,1/1/2019 3:35,Austria,291,1,UK_Card,0,Master,12858
188,1/1/2019 3:38,Germany,107,1,UK_Card,1,Master,13011
189,1/1/2019 3:42,Switzerland,78,0,Moneycard,0,Diners,13287
190,1/1/2019 3:45,Germany,22,0,UK_Card,1,Master,13438
191,1/1/2019 3:45,Germany,22,0,UK_Card,1,Master,13481
192,1/1/2019 3:46,Germany,22,0,UK_Card,1,Master,13515
193,1/1/2019 3:49,Switzerland,164,1,Moneycard,0,Master,13678
194,1/1/2019 3:50,Switzerland,203,0,Simplecard,0,Master,13781
195,1/1/2019 3:51,Switzerland,203,0,Simplecard,0,Master,13826
196,1/1/2019 3:52,Germany,277,0,UK_Card,0,Diners,13908
197,1/1/2019 3:53,Germany,277,0,Simplecard,0,Diners,13936
198,1/1/2019 3:53,Germany,277,0,Simplecard,0,Diners,13960
199,1/1/2019 3:56,Germany,105,1,Simplecard,0,Master,14132
200,1/1/2019 3:59,Germany,239,0,UK_Card,1,Visa,14320
201,1/1/2019 4:00,Germany,239,1,UK_Card,1,Visa,14332
202,1/1/2019 4:01,Austria,113,0,Moneycard,1,Visa,14412
203,1/1/2019 4:02,Austria,113,1,UK_Card,1,Visa,14450
204,1/1/2019 4:03,Austria,379,1,UK_Card,0,Master,14535
205,1/1/2019 4:04,Austria,175,0,UK_Card,1,Master,14615
206,1/1/2019 4:06,Switzerland,84,0,Moneycard,1,Master,14718
207,1/1/2019 4:10,Switzerland,268,0,Simplecard,1,Diners,14964
208,1/1/2019 4:11,Switzerland,268,0,UK_Card,1,Diners,15005
209,1/1/2019 4:11,Switzerland,268,1,Simplecard,1,Diners,15013
210,1/1/2019 4:12,Germany,129,0,Simplecard,0,Master,15086
211,1/1/2019 4:13,Germany,129,0,Simplecard,0,Master,15127
212,1/1/2019 4:13,Germany,129,0,Simplecard,0,Master,15134
213,1/1/2019 4:13,Germany,129,1,UK_Card,0,Master,15152
214,1/1/2019 4:16,Austria,224,0,Goldcard,0,Master,15291
215,1/1/2019 4:16,Austria,224,0,UK_Card,0,Master,15299
216,1/1/2019 4:17,Austria,224,0,Simplecard,0,Master,15353
217,1/1/2019 4:17,Austria,224,0,UK_Card,0,Master,15370
218,1/1/2019 4:18,Austria,224,0,UK_Card,0,Master,15410
219,1/1/2019 4:18,Austria,224,1,UK_Card,0,Master,15428
220,1/1/2019 4:20,Germany,242,1,UK_Card,0,Master,15548
221,1/1/2019 4:22,Germany,45,0,Simplecard,0,Master,15669
222,1/1/2019 4:22,Germany,45,1,UK_Card,0,Master,15686
223,1/1/2019 4:23,Germany,322,0,UK_Card,0,Visa,15758
224,1/1/2019 4:24,Germany,322,0,UK_Card,0,Visa,15811
225,1/1/2019 4:25,Germany,322,0,Moneycard,0,Visa,15836
226,1/1/2019 4:25,Germany,322,1,UK_Card,0,Visa,15844
227,1/1/2019 4:26,Austria,164,0,UK_Card,1,Master,15906
228,1/1/2019 4:26,Austria,164,0,UK_Card,1,Master,15923
229,1/1/2019 4:26,Austria,164,0,UK_Card,1,Master,15928
230,1/1/2019 4:27,Austria,164,0,Simplecard,1,Master,15959
231,1/1/2019 4:27,Austria,164,0,Simplecard,1,Master,16006
232,1/1/2019 4:28,Austria,164,0,Simplecard,1,Master,16049
233,1/1/2019 4:29,Austria,164,0,Simplecard,1,Master,16098
234,1/1/2019 4:31,Germany,158,0,Moneycard,0,Master,16224
235,1/1/2019 4:34,Germany,140,0,Moneycard,0,Master,16398
236,1/1/2019 4:35,Switzerland,13,0,Moneycard,0,Diners,16477
237,1/1/2019 4:35,Switzerland,13,0,UK_Card,0,Diners,16485
238,1/1/2019 4:37,Germany,85,0,UK_Card,0,Master,16573
239,1/1/2019 4:37,Germany,85,0,UK_Card,0,Master,16578
240,1/1/2019 4:38,Germany,85,0,Simplecard,0,Master,16614
241,1/1/2019 4:38,Germany,85,1,Simplecard,0,Master,16662
242,1/1/2019 4:40,Germany,197,0,Goldcard,0,Master,16731
243,1/1/2019 4:41,Switzerland,215,0,Moneycard,0,Master,16828
244,1/1/2019 4:44,Germany,151,0,UK_Card,0,Master,16997
245,1/1/2019 4:44,Germany,151,0,Simplecard,0,Master,17009
246,1/1/2019 4:45,Germany,151,0,Simplecard,0,Master,17039
247,1/1/2019 4:45,Germany,151,0,Moneycard,0,Master,17051
248,1/1/2019 4:46,Germany,151,0,UK_Card,0,Master,17099
249,1/1/2019 4:47,Germany,151,1,Simplecard,0,Master,17153
250,1/1/2019 4:49,Germany,208,0,UK_Card,0,Visa,17316
251,1/1/2019 4:49,Germany,208,0,Moneycard,0,Visa,17321
252,1/1/2019 4:49,Germany,208,0,Goldcard,0,Visa,17326
253,1/1/2019 4:50,Germany,208,0,UK_Card,0,Visa,17360
254,1/1/2019 4:50,Germany,208,0,Goldcard,0,Visa,17386
255,1/1/2019 4:52,Austria,221,0,Simplecard,0,Master,17464
256,1/1/2019 4:52,Austria,221,0,UK_Card,0,Master,17471
257,1/1/2019 4:53,Austria,221,0,Simplecard,0,Master,17519
258,1/1/2019 4:53,Austria,221,1,Goldcard,0,Master,17536
259,1/1/2019 4:54,Germany,257,0,Goldcard,0,Master,17608
260,1/1/2019 4:56,Germany,116,0,Moneycard,0,Visa,17737
261,1/1/2019 4:59,Germany,209,0,UK_Card,1,Master,17894
262,1/1/2019 5:01,Austria,263,0,Moneycard,1,Visa,18022
263,1/1/2019 5:02,Austria,263,0,UK_Card,1,Visa,18079
264,1/1/2019 5:02,Austria,263,1,Simplecard,1,Visa,18080
265,1/1/2019 5:04,Germany,84,0,Simplecard,0,Master,18202
266,1/1/2019 5:05,Austria,136,1,UK_Card,1,Master,18268
267,1/1/2019 5:06,Switzerland,211,0,Goldcard,0,Master,18335
268,1/1/2019 5:07,Switzerland,211,0,UK_Card,0,Master,18376
269,1/1/2019 5:07,Switzerland,211,1,UK_Card,0,Master,18386
270,1/1/2019 5:10,Austria,232,0,UK_Card,0,Visa,18553
271,1/1/2019 5:10,Austria,232,1,Simplecard,0,Visa,18556
272,1/1/2019 5:11,Germany,243,1,UK_Card,0,Master,18628
273,1/1/2019 5:14,Germany,180,0,UK_Card,0,Visa,18783
274,1/1/2019 5:14,Germany,180,0,UK_Card,0,Visa,18797
275,1/1/2019 5:16,Austria,175,0,Moneycard,0,Visa,18920
276,1/1/2019 5:17,Austria,175,0,UK_Card,0,Visa,18954
277,1/1/2019 5:17,Austria,175,0,Moneycard,0,Visa,18978
278,1/1/2019 5:18,Austria,175,1,UK_Card,0,Visa,19009
279,1/1/2019 5:20,Austria,125,1,UK_Card,0,Visa,19140
280,1/1/2019 5:23,Germany,247,0,Moneycard,1,Master,19322
281,1/1/2019 5:24,Germany,247,0,Simplecard,1,Master,19378
282,1/1/2019 5:24,Germany,247,0,UK_Card,1,Master,19427
283,1/1/2019 5:25,Germany,247,1,UK_Card,1,Master,19468
284,1/1/2019 5:29,Switzerland,246,0,Simplecard,0,Master,19715
285,1/1/2019 5:32,Germany,117,0,Moneycard,0,Visa,19892
286,1/1/2019 5:36,Germany,376,1,UK_Card,0,Master,20102
287,1/1/2019 5:37,Germany,174,1,UK_Card,1,Master,20170
288,1/1/2019 5:39,Germany,162,0,UK_Card,0,Diners,20314
289,1/1/2019 5:40,Germany,162,0,UK_Card,0,Diners,20368
290,1/1/2019 5:45,Switzerland,129,0,Simplecard,0,Diners,20666
291,1/1/2019 5:46,Switzerland,215,0,Simplecard,0,Master,20743
292,1/1/2019 5:49,Germany,355,0,UK_Card,0,Diners,20883
293,1/1/2019 5:49,Germany,355,1,Simplecard,0,Diners,20925
294,1/1/2019 5:52,Switzerland,135,0,UK_Card,0,Master,21094
295,1/1/2019 5:53,Switzerland,135,0,UK_Card,0,Master,21126
296,1/1/2019 5:54,Switzerland,135,0,Simplecard,0,Master,21176
297,1/1/2019 5:54,Switzerland,135,0,UK_Card,0,Master,21180
298,1/1/2019 5:54,Switzerland,135,0,UK_Card,0,Master,21181
299,1/1/2019 5:55,Germany,188,0,UK_Card,0,Diners,21273
300,1/1/2019 5:55,Germany,188,0,Moneycard,0,Diners,21274
301,1/1/2019 5:56,Germany,188,0,UK_Card,0,Diners,21305
302,1/1/2019 5:57,Germany,188,0,UK_Card,0,Diners,21350
303,1/1/2019 5:57,Germany,188,1,Moneycard,0,Diners,21391
304,1/1/2019 6:01,Switzerland,192,0,Moneycard,0,Visa,21612
305,1/1/2019 6:02,Austria,180,0,Simplecard,0,Diners,21700
306,1/1/2019 6:03,Austria,180,1,Goldcard,0,Diners,21743
307,1/1/2019 6:05,Switzerland,38,1,Moneycard,0,Diners,21848
308,1/1/2019 6:13,Germany,144,0,UK_Card,0,Master,22309
309,1/1/2019 6:16,Germany,23,1,UK_Card,0,Master,22514
310,1/1/2019 6:19,Austria,146,0,Simplecard,0,Master,22713
311,1/1/2019 6:20,Austria,146,0,UK_Card,0,Master,22732
312,1/1/2019 6:20,Austria,146,0,UK_Card,0,Master,22751
313,1/1/2019 6:20,Austria,146,0,Goldcard,0,Master,22757
314,1/1/2019 6:23,Germany,202,0,UK_Card,0,Diners,22934
315,1/1/2019 6:27,Switzerland,211,0,UK_Card,0,Master,23180
316,1/1/2019 6:28,Switzerland,211,0,UK_Card,0,Master,23210
317,1/1/2019 6:28,Switzerland,211,0,Moneycard,0,Master,23260
318,1/1/2019 6:29,Switzerland,211,0,Simplecard,0,Master,23287
319,1/1/2019 6:29,Switzerland,211,1,Moneycard,0,Master,23302
320,1/1/2019 6:31,Austria,212,1,UK_Card,0,Master,23439
321,1/1/2019 6:33,Austria,273,0,UK_Card,1,Diners,23543
322,1/1/2019 6:33,Austria,273,0,UK_Card,1,Diners,23554
323,1/1/2019 6:33,Austria,273,0,Simplecard,1,Diners,23557
324,1/1/2019 6:33,Austria,273,1,UK_Card,1,Diners,23563
325,1/1/2019 6:36,Switzerland,230,1,UK_Card,0,Master,23744
326,1/1/2019 6:38,Switzerland,141,0,UK_Card,0,Master,23845
327,1/1/2019 6:39,Switzerland,141,0,UK_Card,0,Master,23870
328,1/1/2019 6:41,Germany,135,0,Simplecard,0,Visa,24011
329,1/1/2019 6:41,Germany,135,0,Moneycard,0,Visa,24022
330,1/1/2019 6:42,Germany,135,0,UK_Card,0,Visa,24061
331,1/1/2019 6:43,Switzerland,293,1,UK_Card,0,Visa,24164
332,1/1/2019 6:45,Switzerland,190,0,UK_Card,0,Master,24276
333,1/1/2019 6:46,Switzerland,190,0,Moneycard,0,Master,24300
334,1/1/2019 6:46,Switzerland,190,0,UK_Card,0,Master,24331
335,1/1/2019 6:47,Switzerland,190,0,UK_Card,0,Master,24375
336,1/1/2019 6:48,Switzerland,190,1,UK_Card,0,Master,24429
337,1/1/2019 6:50,Switzerland,336,0,UK_Card,0,Visa,24551
338,1/1/2019 6:51,Switzerland,336,1,UK_Card,0,Visa,24603
339,1/1/2019 6:52,Austria,163,0,UK_Card,1,Master,24669
340,1/1/2019 6:53,Austria,163,1,UK_Card,1,Master,24717
341,1/1/2019 6:54,Switzerland,350,1,Simplecard,0,Master,24820
342,1/1/2019 6:56,Switzerland,374,0,UK_Card,0,Diners,24941
343,1/1/2019 6:56,Switzerland,374,0,Simplecard,0,Diners,24942
344,1/1/2019 6:58,Austria,176,0,Simplecard,0,Visa,25032
345,1/1/2019 7:01,Germany,218,0,UK_Card,1,Master,25236
346,1/1/2019 7:02,Germany,218,0,UK_Card,1,Master,25277
347,1/1/2019 7:02,Germany,218,1,UK_Card,1,Master,25288
348,1/1/2019 7:05,Germany,243,0,UK_Card,0,Master,25442
349,1/1/2019 7:06,Austria,256,0,Moneycard,0,Visa,25518
350,1/1/2019 7:07,Germany,225,0,Moneycard,0,Diners,25583
351,1/1/2019 7:08,Germany,53,0,Moneycard,0,Visa,25660
352,1/1/2019 7:09,Germany,53,1,UK_Card,0,Visa,25713
353,1/1/2019 7:12,Germany,267,0,Simplecard,0,Master,25854
354,1/1/2019 7:13,Germany,267,0,Simplecard,0,Master,25909
355,1/1/2019 7:13,Germany,267,0,UK_Card,0,Master,25935
356,1/1/2019 7:13,Germany,267,0,Simplecard,0,Master,25937
357,1/1/2019 7:13,Germany,267,0,UK_Card,0,Master,25942
358,1/1/2019 7:13,Germany,267,1,UK_Card,0,Master,25962
359,1/1/2019 7:16,Austria,255,0,Simplecard,0,Visa,26117
360,1/1/2019 7:17,Germany,216,0,UK_Card,0,Master,26202
361,1/1/2019 7:18,Germany,216,0,Simplecard,0,Master,26220
362,1/1/2019 7:18,Germany,216,0,UK_Card,0,Master,26231
363,1/1/2019 7:19,Germany,125,1,UK_Card,0,Master,26326
364,1/1/2019 7:21,Germany,263,0,UK_Card,1,Visa,26404
365,1/1/2019 7:21,Germany,263,0,UK_Card,1,Visa,26441
366,1/1/2019 7:22,Germany,263,0,UK_Card,1,Visa,26459
367,1/1/2019 7:22,Germany,263,0,Simplecard,1,Visa,26499
368,1/1/2019 7:23,Germany,263,0,Moneycard,1,Visa,26529
369,1/1/2019 7:23,Germany,263,0,UK_Card,1,Visa,26534
370,1/1/2019 7:23,Germany,263,0,Simplecard,1,Visa,26561
371,1/1/2019 7:24,Germany,263,1,UK_Card,1,Visa,26581
372,1/1/2019 7:26,Germany,450,0,Simplecard,0,Visa,26692
373,1/1/2019 7:28,Germany,301,0,UK_Card,0,Diners,26820
374,1/1/2019 7:28,Germany,301,0,UK_Card,0,Diners,26836
375,1/1/2019 7:31,Austria,271,1,Goldcard,0,Diners,27035
376,1/1/2019 7:32,Germany,183,0,Simplecard,0,Master,27098
377,1/1/2019 7:34,Germany,198,0,Moneycard,0,Visa,27223
378,1/1/2019 7:36,Germany,19,0,UK_Card,0,Visa,27342
379,1/1/2019 7:37,Germany,19,0,UK_Card,0,Visa,27356
380,1/1/2019 7:41,Germany,260,0,UK_Card,1,Visa,27621
381,1/1/2019 7:41,Germany,260,0,Simplecard,1,Visa,27627
382,1/1/2019 7:42,Germany,260,0,Moneycard,1,Visa,27650
383,1/1/2019 7:47,Austria,175,1,Goldcard,0,Master,27997
384,1/1/2019 7:49,Germany,214,0,UK_Card,0,Visa,28080
385,1/1/2019 7:50,Germany,214,0,UK_Card,0,Visa,28136
386,1/1/2019 7:50,Germany,214,0,UK_Card,0,Visa,28168
387,1/1/2019 7:50,Germany,214,0,Simplecard,0,Visa,28174
388,1/1/2019 7:50,Germany,214,0,UK_Card,0,Visa,28181
